"purchaseorderid","purchaseorderdetailid","duedate","orderqty","productid","unitprice","receivedqty","rejectedqty","modifieddate"
2764,6130,2014-05-12 00:00:00.000,550,909,30.4395,550.00,0.00,2014-05-05 00:00:00.000
2765,6131,2014-05-13 00:00:00.000,60,506,9.198,60.00,0.00,2014-05-06 00:00:00.000
2766,6132,2014-05-13 00:00:00.000,550,351,5.775,468.00,0.00,2014-05-06 00:00:00.000
2766,6133,2014-05-13 00:00:00.000,550,352,1.155,550.00,0.00,2014-05-06 00:00:00.000
2766,6134,2014-05-13 00:00:00.000,550,679,5.775,550.00,0.00,2014-05-06 00:00:00.000
2767,6135,2014-05-13 00:00:00.000,550,507,23.394,550.00,0.00,2014-05-06 00:00:00.000
2767,6136,2014-05-13 00:00:00.000,550,508,27.6465,550.00,0.00,2014-05-06 00:00:00.000
2768,6137,2014-05-13 00:00:00.000,550,355,1.365,550.00,0.00,2014-05-06 00:00:00.000
2768,6138,2014-05-13 00:00:00.000,550,940,62.9895,550.00,0.00,2014-05-06 00:00:00.000
2768,6139,2014-05-13 00:00:00.000,550,535,3.486,550.00,0.00,2014-05-06 00:00:00.000
2769,6140,2014-05-13 00:00:00.000,550,351,6.195,550.00,0.00,2014-05-06 00:00:00.000
2769,6141,2014-05-13 00:00:00.000,550,352,1.47,550.00,0.00,2014-05-06 00:00:00.000
2769,6142,2014-05-13 00:00:00.000,550,679,6.195,550.00,0.00,2014-05-06 00:00:00.000
2770,6143,2014-05-13 00:00:00.000,550,507,22.1655,550.00,0.00,2014-05-06 00:00:00.000
2770,6144,2014-05-13 00:00:00.000,550,508,29.2845,550.00,55.00,2014-05-06 00:00:00.000
2771,6145,2014-05-13 00:00:00.000,3,491,19.9815,3.00,0.00,2014-05-06 00:00:00.000
2772,6146,2014-05-13 00:00:00.000,3,346,41.244,3.00,0.00,2014-05-06 00:00:00.000
2772,6147,2014-05-13 00:00:00.000,3,347,36.9705,3.00,0.00,2014-05-06 00:00:00.000
2773,6148,2014-05-13 00:00:00.000,550,935,31.4895,550.00,0.00,2014-05-06 00:00:00.000
2773,6149,2014-05-13 00:00:00.000,550,936,48.2895,550.00,0.00,2014-05-06 00:00:00.000
2774,6150,2014-05-13 00:00:00.000,3,375,43.344,3.00,0.00,2014-05-06 00:00:00.000
2774,6151,2014-05-13 00:00:00.000,3,376,39.0705,3.00,0.00,2014-05-06 00:00:00.000
2775,6152,2014-05-13 00:00:00.000,550,480,11.6655,550.00,0.00,2014-05-06 00:00:00.000
2775,6153,2014-05-13 00:00:00.000,550,481,11.088,523.00,0.00,2014-05-06 00:00:00.000
2775,6154,2014-05-13 00:00:00.000,550,482,8.757,550.00,0.00,2014-05-06 00:00:00.000
2775,6155,2014-05-13 00:00:00.000,550,483,9.6915,550.00,0.00,2014-05-06 00:00:00.000
2775,6156,2014-05-13 00:00:00.000,550,484,6.8775,550.00,0.00,2014-05-06 00:00:00.000
2775,6157,2014-05-13 00:00:00.000,550,485,7.8015,550.00,0.00,2014-05-06 00:00:00.000
2775,6158,2014-05-13 00:00:00.000,550,486,8.757,550.00,0.00,2014-05-06 00:00:00.000
2775,6159,2014-05-13 00:00:00.000,550,487,5.8065,550.00,0.00,2014-05-06 00:00:00.000
2775,6160,2014-05-13 00:00:00.000,550,488,8.862,550.00,0.00,2014-05-06 00:00:00.000
2775,6161,2014-05-13 00:00:00.000,550,489,10.4685,550.00,0.00,2014-05-06 00:00:00.000
2776,6162,2014-05-13 00:00:00.000,3,402,47.4705,3.00,0.00,2014-05-06 00:00:00.000
2777,6163,2014-05-13 00:00:00.000,550,510,23.079,550.00,0.00,2014-05-06 00:00:00.000
2777,6164,2014-05-13 00:00:00.000,550,511,29.274,550.00,0.00,2014-05-06 00:00:00.000
2777,6165,2014-05-13 00:00:00.000,550,512,34.9755,550.00,0.00,2014-05-06 00:00:00.000
2778,6166,2014-05-13 00:00:00.000,550,915,30.4395,550.00,0.00,2014-05-06 00:00:00.000
2778,6167,2014-05-13 00:00:00.000,550,916,40.9395,550.00,0.00,2014-05-06 00:00:00.000
2779,6168,2014-05-13 00:00:00.000,550,525,2.3205,550.00,0.00,2014-05-06 00:00:00.000
2780,6169,2014-05-13 00:00:00.000,550,526,3.6435,550.00,0.00,2014-05-06 00:00:00.000
2781,6170,2014-05-14 00:00:00.000,550,913,40.9395,550.00,0.00,2014-05-07 00:00:00.000
2782,6171,2014-05-14 00:00:00.000,60,356,3.6015,60.00,9.00,2014-05-07 00:00:00.000
2782,6172,2014-05-14 00:00:00.000,60,357,3.9795,60.00,0.00,2014-05-07 00:00:00.000
2783,6173,2014-05-14 00:00:00.000,550,935,31.4895,550.00,0.00,2014-05-07 00:00:00.000
2783,6174,2014-05-14 00:00:00.000,550,936,48.2895,550.00,0.00,2014-05-07 00:00:00.000
2784,6175,2014-05-14 00:00:00.000,550,524,12.9675,550.00,0.00,2014-05-07 00:00:00.000
2785,6176,2014-05-14 00:00:00.000,550,911,21.0945,550.00,0.00,2014-05-07 00:00:00.000
2785,6177,2014-05-14 00:00:00.000,550,912,30.4395,523.00,0.00,2014-05-07 00:00:00.000
2786,6178,2014-05-14 00:00:00.000,550,910,40.9395,468.00,0.00,2014-05-07 00:00:00.000
2787,6179,2014-05-14 00:00:00.000,550,937,62.9895,550.00,0.00,2014-05-07 00:00:00.000
2788,6180,2014-05-14 00:00:00.000,3,468,47.5965,3.00,0.00,2014-05-07 00:00:00.000
2788,6181,2014-05-14 00:00:00.000,3,469,43.323,3.00,0.00,2014-05-07 00:00:00.000
2788,6182,2014-05-14 00:00:00.000,3,470,41.223,3.00,0.00,2014-05-07 00:00:00.000
2788,6183,2014-05-14 00:00:00.000,3,471,45.4965,3.00,0.00,2014-05-07 00:00:00.000
2788,6184,2014-05-14 00:00:00.000,3,472,41.223,3.00,0.00,2014-05-07 00:00:00.000
2789,6185,2014-05-14 00:00:00.000,3,462,47.6805,3.00,0.00,2014-05-07 00:00:00.000
2790,6186,2014-05-14 00:00:00.000,550,510,23.4045,550.00,0.00,2014-05-07 00:00:00.000
2790,6187,2014-05-14 00:00:00.000,550,511,27.867,550.00,55.00,2014-05-07 00:00:00.000
2791,6188,2014-05-14 00:00:00.000,550,527,6.7515,550.00,0.00,2014-05-07 00:00:00.000
2792,6189,2014-05-14 00:00:00.000,550,938,31.4895,550.00,82.00,2014-05-07 00:00:00.000
2792,6190,2014-05-14 00:00:00.000,550,939,48.2895,550.00,0.00,2014-05-07 00:00:00.000
2793,6191,2014-05-14 00:00:00.000,60,494,50.7465,60.00,0.00,2014-05-07 00:00:00.000
2793,6192,2014-05-14 00:00:00.000,60,495,62.9265,60.00,0.00,2014-05-07 00:00:00.000
2793,6193,2014-05-14 00:00:00.000,60,496,49.6545,60.00,0.00,2014-05-07 00:00:00.000
2794,6194,2014-05-14 00:00:00.000,550,523,10.3845,550.00,0.00,2014-05-07 00:00:00.000
2795,6195,2014-05-14 00:00:00.000,3,437,37.1805,3.00,0.00,2014-05-07 00:00:00.000
2796,6196,2014-05-14 00:00:00.000,3,490,12.7155,3.00,0.00,2014-05-07 00:00:00.000
2796,6197,2014-05-14 00:00:00.000,3,491,19.9395,3.00,0.00,2014-05-07 00:00:00.000
2797,6198,2014-05-15 00:00:00.000,3,528,38.157,3.00,0.00,2014-05-08 00:00:00.000
2798,6199,2014-05-15 00:00:00.000,3,505,44.2155,3.00,0.00,2014-05-08 00:00:00.000
2799,6200,2014-05-15 00:00:00.000,550,938,31.4895,550.00,0.00,2014-05-08 00:00:00.000
2799,6201,2014-05-15 00:00:00.000,550,939,48.2895,550.00,0.00,2014-05-08 00:00:00.000
2800,6202,2014-05-15 00:00:00.000,60,358,6.9825,60.00,0.00,2014-05-08 00:00:00.000
2801,6203,2014-05-15 00:00:00.000,3,438,47.6805,3.00,0.00,2014-05-08 00:00:00.000
2801,6204,2014-05-15 00:00:00.000,3,439,45.5805,3.00,0.00,2014-05-08 00:00:00.000
2801,6205,2014-05-15 00:00:00.000,3,440,49.854,3.00,0.00,2014-05-08 00:00:00.000
2801,6206,2014-05-15 00:00:00.000,3,441,45.5805,3.00,0.00,2014-05-08 00:00:00.000
2802,6207,2014-05-15 00:00:00.000,60,356,3.381,60.00,9.00,2014-05-08 00:00:00.000
2802,6208,2014-05-15 00:00:00.000,60,357,4.3155,60.00,0.00,2014-05-08 00:00:00.000
2803,6209,2014-05-15 00:00:00.000,3,377,45.444,3.00,0.00,2014-05-08 00:00:00.000
2803,6210,2014-05-15 00:00:00.000,3,378,41.1705,3.00,0.00,2014-05-08 00:00:00.000
2803,6211,2014-05-15 00:00:00.000,3,379,39.0705,3.00,0.00,2014-05-08 00:00:00.000
2804,6212,2014-05-15 00:00:00.000,3,490,12.3585,3.00,3.00,2014-05-08 00:00:00.000
2805,6213,2014-05-15 00:00:00.000,550,513,39.1965,550.00,0.00,2014-05-08 00:00:00.000
2806,6214,2014-05-15 00:00:00.000,3,414,45.4755,3.00,0.00,2014-05-08 00:00:00.000
2806,6215,2014-05-15 00:00:00.000,3,415,49.749,3.00,0.00,2014-05-08 00:00:00.000
2806,6216,2014-05-15 00:00:00.000,3,416,45.4755,3.00,0.00,2014-05-08 00:00:00.000
2806,6217,2014-05-15 00:00:00.000,3,417,43.3755,3.00,0.00,2014-05-08 00:00:00.000
2807,6218,2014-05-15 00:00:00.000,550,931,34.8705,550.00,0.00,2014-05-08 00:00:00.000
2807,6219,2014-05-15 00:00:00.000,550,932,39.7635,550.00,0.00,2014-05-08 00:00:00.000
2807,6220,2014-05-15 00:00:00.000,550,933,43.9845,550.00,0.00,2014-05-08 00:00:00.000
2807,6221,2014-05-15 00:00:00.000,550,934,38.1465,550.00,0.00,2014-05-08 00:00:00.000
2808,6222,2014-05-15 00:00:00.000,3,422,47.6805,3.00,0.00,2014-05-08 00:00:00.000
2808,6223,2014-05-15 00:00:00.000,3,423,45.5805,3.00,0.00,2014-05-08 00:00:00.000
2808,6224,2014-05-15 00:00:00.000,3,424,49.854,3.00,0.00,2014-05-08 00:00:00.000
2808,6225,2014-05-15 00:00:00.000,3,425,45.5805,3.00,0.00,2014-05-08 00:00:00.000
2808,6226,2014-05-15 00:00:00.000,3,426,43.4805,3.00,0.00,2014-05-08 00:00:00.000
2809,6227,2014-05-15 00:00:00.000,3,344,45.4755,3.00,0.00,2014-05-08 00:00:00.000
2809,6228,2014-05-15 00:00:00.000,3,345,43.3755,3.00,0.00,2014-05-08 00:00:00.000
2809,6229,2014-05-15 00:00:00.000,3,346,47.649,3.00,0.00,2014-05-08 00:00:00.000
2809,6230,2014-05-15 00:00:00.000,3,347,43.3755,3.00,0.00,2014-05-08 00:00:00.000
2809,6231,2014-05-15 00:00:00.000,3,348,41.2755,3.00,0.00,2014-05-08 00:00:00.000
2810,6232,2014-05-15 00:00:00.000,550,931,34.3455,550.00,0.00,2014-05-08 00:00:00.000
2810,6233,2014-05-15 00:00:00.000,550,932,39.2385,550.00,55.00,2014-05-08 00:00:00.000
2811,6234,2014-05-15 00:00:00.000,3,348,41.1705,3.00,0.00,2014-05-08 00:00:00.000
2811,6235,2014-05-15 00:00:00.000,3,349,45.444,3.00,0.00,2014-05-08 00:00:00.000
2812,6236,2014-05-15 00:00:00.000,550,928,32.7705,550.00,82.00,2014-05-08 00:00:00.000
2812,6237,2014-05-15 00:00:00.000,550,929,37.086,550.00,0.00,2014-05-08 00:00:00.000
2813,6238,2014-05-16 00:00:00.000,550,332,10.815,550.00,0.00,2014-05-09 00:00:00.000
2814,6239,2014-05-16 00:00:00.000,550,948,82.8345,550.00,0.00,2014-05-09 00:00:00.000
2814,6240,2014-05-16 00:00:00.000,550,907,82.8345,550.00,0.00,2014-05-09 00:00:00.000
2815,6241,2014-05-16 00:00:00.000,1250,325,0.21,1250.00,0.00,2014-05-09 00:00:00.000
2815,6242,2014-05-16 00:00:00.000,1250,326,0.21,1188.00,0.00,2014-05-09 00:00:00.000
2816,6243,2014-05-16 00:00:00.000,3,320,49.644,3.00,0.00,2014-05-09 00:00:00.000
2816,6244,2014-05-16 00:00:00.000,3,321,44.3205,3.00,0.00,2014-05-09 00:00:00.000
2816,6245,2014-05-16 00:00:00.000,60,322,28.6965,60.00,0.00,2014-05-09 00:00:00.000
2817,6246,2014-05-16 00:00:00.000,550,930,42.5145,550.00,0.00,2014-05-09 00:00:00.000
2817,6247,2014-05-16 00:00:00.000,550,921,5.586,550.00,0.00,2014-05-09 00:00:00.000
2818,6248,2014-05-16 00:00:00.000,60,952,15.7395,60.00,0.00,2014-05-09 00:00:00.000
2819,6249,2014-05-16 00:00:00.000,550,923,6.1845,550.00,0.00,2014-05-09 00:00:00.000
2820,6250,2014-05-16 00:00:00.000,550,317,29.5785,550.00,0.00,2014-05-09 00:00:00.000
2820,6251,2014-05-16 00:00:00.000,550,318,36.099,550.00,55.00,2014-05-09 00:00:00.000
2820,6252,2014-05-16 00:00:00.000,550,319,48.5835,550.00,0.00,2014-05-09 00:00:00.000
2821,6253,2014-05-16 00:00:00.000,550,928,32.2455,550.00,0.00,2014-05-09 00:00:00.000
2821,6254,2014-05-16 00:00:00.000,550,929,36.561,550.00,0.00,2014-05-09 00:00:00.000
2822,6255,2014-05-16 00:00:00.000,550,319,46.4205,550.00,82.00,2014-05-09 00:00:00.000
2823,6256,2014-05-16 00:00:00.000,3,361,49.6965,3.00,0.00,2014-05-09 00:00:00.000
2823,6257,2014-05-16 00:00:00.000,3,362,45.423,3.00,0.00,2014-05-09 00:00:00.000
2823,6258,2014-05-16 00:00:00.000,3,363,43.323,3.00,0.00,2014-05-09 00:00:00.000
2824,6259,2014-05-16 00:00:00.000,3,2,41.916,3.00,0.00,2014-05-09 00:00:00.000
2825,6260,2014-05-16 00:00:00.000,3,1,50.2635,3.00,0.00,2014-05-09 00:00:00.000
2826,6261,2014-05-16 00:00:00.000,3,370,43.554,3.00,0.00,2014-05-09 00:00:00.000
2826,6262,2014-05-16 00:00:00.000,3,371,39.2805,3.00,0.00,2014-05-09 00:00:00.000
2826,6263,2014-05-16 00:00:00.000,3,372,37.1805,3.00,0.00,2014-05-09 00:00:00.000
2826,6264,2014-05-16 00:00:00.000,3,373,41.454,3.00,0.00,2014-05-09 00:00:00.000
2827,6265,2014-05-16 00:00:00.000,550,530,16.086,550.00,0.00,2014-05-09 00:00:00.000
2828,6266,2014-05-16 00:00:00.000,3,4,57.0255,3.00,0.00,2014-05-09 00:00:00.000
2829,6267,2014-05-17 00:00:00.000,550,512,37.086,550.00,0.00,2014-05-10 00:00:00.000
2830,6268,2014-05-17 00:00:00.000,550,513,26.5965,550.00,0.00,2014-05-10 00:00:00.000
2831,6269,2014-05-17 00:00:00.000,550,319,46.0635,550.00,0.00,2014-05-10 00:00:00.000
2832,6270,2014-05-17 00:00:00.000,3,408,47.544,3.00,0.00,2014-05-10 00:00:00.000
2832,6271,2014-05-17 00:00:00.000,3,409,43.2705,3.00,0.00,2014-05-10 00:00:00.000
2833,6272,2014-05-19 00:00:00.000,3,424,49.6965,3.00,0.00,2014-05-12 00:00:00.000
2833,6273,2014-05-19 00:00:00.000,3,425,45.423,3.00,0.00,2014-05-12 00:00:00.000
2833,6274,2014-05-19 00:00:00.000,3,426,43.323,3.00,0.00,2014-05-12 00:00:00.000
2834,6275,2014-05-19 00:00:00.000,3,320,47.4705,3.00,0.00,2014-05-12 00:00:00.000
2834,6276,2014-05-19 00:00:00.000,3,321,42.798,3.00,0.00,2014-05-12 00:00:00.000
2835,6277,2014-05-19 00:00:00.000,3,448,45.5805,3.00,0.00,2014-05-12 00:00:00.000
2835,6278,2014-05-19 00:00:00.000,3,449,49.854,3.00,0.00,2014-05-12 00:00:00.000
2835,6279,2014-05-19 00:00:00.000,3,450,45.5805,3.00,0.00,2014-05-12 00:00:00.000
2835,6280,2014-05-19 00:00:00.000,3,451,43.4805,3.00,0.00,2014-05-12 00:00:00.000
2835,6281,2014-05-19 00:00:00.000,3,452,47.754,3.00,0.00,2014-05-12 00:00:00.000
2835,6282,2014-05-19 00:00:00.000,3,453,43.4805,3.00,0.00,2014-05-12 00:00:00.000
2835,6283,2014-05-19 00:00:00.000,3,454,41.3805,3.00,0.00,2014-05-12 00:00:00.000
2835,6284,2014-05-19 00:00:00.000,3,455,45.654,3.00,0.00,2014-05-12 00:00:00.000
2835,6285,2014-05-19 00:00:00.000,3,456,41.3805,3.00,0.00,2014-05-12 00:00:00.000
2835,6286,2014-05-19 00:00:00.000,3,457,39.2805,3.00,0.00,2014-05-12 00:00:00.000
2835,6287,2014-05-19 00:00:00.000,3,458,43.554,3.00,0.00,2014-05-12 00:00:00.000
2835,6288,2014-05-19 00:00:00.000,3,459,39.2805,3.00,0.00,2014-05-12 00:00:00.000
2835,6289,2014-05-19 00:00:00.000,3,460,37.1805,3.00,0.00,2014-05-12 00:00:00.000
2835,6290,2014-05-19 00:00:00.000,3,461,41.454,3.00,0.00,2014-05-12 00:00:00.000
2836,6291,2014-05-19 00:00:00.000,550,941,62.9895,468.00,0.00,2014-05-12 00:00:00.000
2837,6292,2014-05-19 00:00:00.000,3,320,45.3705,3.00,0.00,2014-05-12 00:00:00.000
2837,6293,2014-05-19 00:00:00.000,3,321,40.488,3.00,0.00,2014-05-12 00:00:00.000
2837,6294,2014-05-19 00:00:00.000,60,322,26.3655,60.00,0.00,2014-05-12 00:00:00.000
2838,6295,2014-05-19 00:00:00.000,3,504,48.762,3.00,0.00,2014-05-12 00:00:00.000
2839,6296,2014-05-19 00:00:00.000,3,497,34.188,3.00,0.00,2014-05-12 00:00:00.000
2840,6297,2014-05-19 00:00:00.000,3,323,50.2635,3.00,0.00,2014-05-12 00:00:00.000
2841,6298,2014-05-19 00:00:00.000,550,523,10.731,550.00,0.00,2014-05-12 00:00:00.000
2841,6299,2014-05-19 00:00:00.000,550,524,14.1225,550.00,0.00,2014-05-12 00:00:00.000
2842,6300,2014-05-19 00:00:00.000,60,492,50.2635,60.00,9.00,2014-05-12 00:00:00.000
2842,6301,2014-05-19 00:00:00.000,60,493,57.1515,60.00,0.00,2014-05-12 00:00:00.000
2843,6302,2014-05-19 00:00:00.000,550,910,40.9395,550.00,0.00,2014-05-12 00:00:00.000
2843,6303,2014-05-19 00:00:00.000,550,911,21.0945,550.00,0.00,2014-05-12 00:00:00.000
2843,6304,2014-05-19 00:00:00.000,550,912,30.4395,550.00,0.00,2014-05-12 00:00:00.000
2844,6305,2014-05-19 00:00:00.000,60,506,9.198,60.00,0.00,2014-05-12 00:00:00.000
2845,6306,2014-05-19 00:00:00.000,550,351,5.775,550.00,0.00,2014-05-12 00:00:00.000
2845,6307,2014-05-19 00:00:00.000,550,352,1.155,523.00,0.00,2014-05-12 00:00:00.000
2845,6308,2014-05-19 00:00:00.000,550,679,5.775,550.00,0.00,2014-05-12 00:00:00.000
2846,6309,2014-05-19 00:00:00.000,550,507,23.394,468.00,0.00,2014-05-12 00:00:00.000
2846,6310,2014-05-19 00:00:00.000,550,508,27.6465,550.00,0.00,2014-05-12 00:00:00.000
2847,6311,2014-05-19 00:00:00.000,550,355,1.365,550.00,0.00,2014-05-12 00:00:00.000
2847,6312,2014-05-19 00:00:00.000,550,940,62.9895,550.00,0.00,2014-05-12 00:00:00.000
2847,6313,2014-05-19 00:00:00.000,550,535,3.486,550.00,0.00,2014-05-12 00:00:00.000
2848,6314,2014-05-19 00:00:00.000,550,351,6.195,550.00,0.00,2014-05-12 00:00:00.000
2848,6315,2014-05-19 00:00:00.000,550,352,1.47,550.00,0.00,2014-05-12 00:00:00.000
2848,6316,2014-05-19 00:00:00.000,550,679,6.195,550.00,0.00,2014-05-12 00:00:00.000
2849,6317,2014-05-20 00:00:00.000,550,507,22.1655,550.00,0.00,2014-05-13 00:00:00.000
2849,6318,2014-05-20 00:00:00.000,550,508,29.2845,550.00,0.00,2014-05-13 00:00:00.000
2850,6319,2014-05-20 00:00:00.000,3,491,19.9815,3.00,0.00,2014-05-13 00:00:00.000
2851,6320,2014-05-20 00:00:00.000,3,348,34.8705,3.00,0.00,2014-05-13 00:00:00.000
2851,6321,2014-05-20 00:00:00.000,3,349,39.144,3.00,0.00,2014-05-13 00:00:00.000
2852,6322,2014-05-20 00:00:00.000,550,935,31.4895,550.00,82.00,2014-05-13 00:00:00.000
2852,6323,2014-05-20 00:00:00.000,550,936,48.2895,550.00,0.00,2014-05-13 00:00:00.000
2853,6324,2014-05-22 00:00:00.000,3,377,36.9705,3.00,0.00,2014-05-15 00:00:00.000
2853,6325,2014-05-22 00:00:00.000,3,378,41.244,3.00,0.00,2014-05-15 00:00:00.000
2853,6326,2014-05-22 00:00:00.000,3,379,36.9705,3.00,0.00,2014-05-15 00:00:00.000
2854,6327,2014-05-22 00:00:00.000,550,476,15.8865,550.00,0.00,2014-05-15 00:00:00.000
2854,6328,2014-05-22 00:00:00.000,550,477,11.6655,550.00,0.00,2014-05-15 00:00:00.000
2855,6329,2014-05-22 00:00:00.000,3,402,47.4705,3.00,0.00,2014-05-15 00:00:00.000
2856,6330,2014-05-22 00:00:00.000,550,510,23.079,468.00,0.00,2014-05-15 00:00:00.000
2856,6331,2014-05-22 00:00:00.000,550,511,29.274,550.00,0.00,2014-05-15 00:00:00.000
2856,6332,2014-05-22 00:00:00.000,550,512,34.9755,550.00,0.00,2014-05-15 00:00:00.000
2857,6333,2014-05-22 00:00:00.000,3,403,45.3705,3.00,0.00,2014-05-15 00:00:00.000
2857,6334,2014-05-22 00:00:00.000,3,404,49.644,3.00,0.00,2014-05-15 00:00:00.000
2857,6335,2014-05-22 00:00:00.000,3,405,45.3705,3.00,0.00,2014-05-15 00:00:00.000
2857,6336,2014-05-22 00:00:00.000,3,406,43.2705,3.00,0.00,2014-05-15 00:00:00.000
2857,6337,2014-05-22 00:00:00.000,3,407,47.544,3.00,0.00,2014-05-15 00:00:00.000
2857,6338,2014-05-22 00:00:00.000,3,408,43.2705,3.00,0.00,2014-05-15 00:00:00.000
2858,6339,2014-05-22 00:00:00.000,550,525,2.3205,550.00,0.00,2014-05-15 00:00:00.000
2859,6340,2014-05-22 00:00:00.000,550,526,3.6435,550.00,0.00,2014-05-15 00:00:00.000
2860,6341,2014-05-22 00:00:00.000,550,908,21.0945,550.00,0.00,2014-05-15 00:00:00.000
2860,6342,2014-05-22 00:00:00.000,550,909,30.4395,550.00,55.00,2014-05-15 00:00:00.000
2860,6343,2014-05-22 00:00:00.000,550,913,40.9395,550.00,0.00,2014-05-15 00:00:00.000
2861,6344,2014-05-22 00:00:00.000,60,356,3.6015,60.00,0.00,2014-05-15 00:00:00.000
2861,6345,2014-05-22 00:00:00.000,60,357,3.9795,60.00,0.00,2014-05-15 00:00:00.000
2862,6346,2014-05-22 00:00:00.000,550,935,31.4895,550.00,82.00,2014-05-15 00:00:00.000
2862,6347,2014-05-22 00:00:00.000,550,936,48.2895,550.00,0.00,2014-05-15 00:00:00.000
2863,6348,2014-05-22 00:00:00.000,550,524,12.9675,550.00,0.00,2014-05-15 00:00:00.000
2864,6349,2014-05-22 00:00:00.000,550,911,21.0945,550.00,0.00,2014-05-15 00:00:00.000
2864,6350,2014-05-22 00:00:00.000,550,912,30.4395,550.00,0.00,2014-05-15 00:00:00.000
2865,6351,2014-05-22 00:00:00.000,550,910,40.9395,550.00,0.00,2014-05-15 00:00:00.000
2866,6352,2014-05-22 00:00:00.000,550,937,62.9895,468.00,0.00,2014-05-15 00:00:00.000
2867,6353,2014-05-22 00:00:00.000,3,473,39.123,3.00,0.00,2014-05-15 00:00:00.000
2867,6354,2014-05-22 00:00:00.000,3,474,43.3965,3.00,0.00,2014-05-15 00:00:00.000
2867,6355,2014-05-22 00:00:00.000,3,475,39.123,3.00,0.00,2014-05-15 00:00:00.000
2868,6356,2014-05-22 00:00:00.000,3,462,47.6805,3.00,0.00,2014-05-15 00:00:00.000
2869,6357,2014-05-23 00:00:00.000,550,510,23.4045,550.00,0.00,2014-05-16 00:00:00.000
2869,6358,2014-05-23 00:00:00.000,550,511,27.867,550.00,0.00,2014-05-16 00:00:00.000
2870,6359,2014-05-23 00:00:00.000,550,527,6.7515,550.00,0.00,2014-05-16 00:00:00.000
2871,6360,2014-05-23 00:00:00.000,550,509,36.2775,550.00,0.00,2014-05-16 00:00:00.000
2872,6361,2014-05-23 00:00:00.000,60,492,50.7465,60.00,9.00,2014-05-16 00:00:00.000
2872,6362,2014-05-23 00:00:00.000,60,493,58.2645,60.00,0.00,2014-05-16 00:00:00.000
2873,6363,2014-05-23 00:00:00.000,550,523,10.3845,550.00,0.00,2014-05-16 00:00:00.000
2874,6364,2014-05-23 00:00:00.000,3,422,47.6805,3.00,0.00,2014-05-16 00:00:00.000
2874,6365,2014-05-23 00:00:00.000,3,423,45.5805,3.00,0.00,2014-05-16 00:00:00.000
2875,6366,2014-05-23 00:00:00.000,3,490,12.7155,3.00,0.00,2014-05-16 00:00:00.000
2875,6367,2014-05-23 00:00:00.000,3,491,19.9395,3.00,0.00,2014-05-16 00:00:00.000
2876,6368,2014-05-23 00:00:00.000,3,528,38.157,3.00,0.00,2014-05-16 00:00:00.000
2877,6369,2014-05-23 00:00:00.000,3,505,44.2155,3.00,0.00,2014-05-16 00:00:00.000
2878,6370,2014-05-23 00:00:00.000,550,938,31.4895,550.00,0.00,2014-05-16 00:00:00.000
2878,6371,2014-05-23 00:00:00.000,550,939,48.2895,550.00,0.00,2014-05-16 00:00:00.000
2879,6372,2014-05-23 00:00:00.000,60,358,6.9825,60.00,0.00,2014-05-16 00:00:00.000
2880,6373,2014-05-23 00:00:00.000,3,442,43.4805,3.00,0.00,2014-05-16 00:00:00.000
2880,6374,2014-05-23 00:00:00.000,3,443,47.754,3.00,0.00,2014-05-16 00:00:00.000
2880,6375,2014-05-23 00:00:00.000,3,444,43.4805,3.00,0.00,2014-05-16 00:00:00.000
2881,6376,2014-05-23 00:00:00.000,60,356,3.381,60.00,0.00,2014-05-16 00:00:00.000
2881,6377,2014-05-23 00:00:00.000,60,357,4.3155,60.00,0.00,2014-05-16 00:00:00.000
2882,6378,2014-05-23 00:00:00.000,3,380,43.344,3.00,0.00,2014-05-16 00:00:00.000
2882,6379,2014-05-23 00:00:00.000,3,381,39.0705,3.00,0.00,2014-05-16 00:00:00.000
2883,6380,2014-05-23 00:00:00.000,3,490,12.3585,3.00,0.00,2014-05-16 00:00:00.000
2884,6381,2014-05-23 00:00:00.000,550,513,39.1965,550.00,0.00,2014-05-16 00:00:00.000
2885,6382,2014-05-26 00:00:00.000,3,418,47.649,3.00,0.00,2014-05-19 00:00:00.000
2885,6383,2014-05-26 00:00:00.000,3,419,43.3755,3.00,0.00,2014-05-19 00:00:00.000
2885,6384,2014-05-26 00:00:00.000,3,420,41.2755,3.00,0.00,2014-05-19 00:00:00.000
2885,6385,2014-05-26 00:00:00.000,3,421,45.549,3.00,0.00,2014-05-19 00:00:00.000
2886,6386,2014-05-26 00:00:00.000,550,931,34.8705,468.00,0.00,2014-05-19 00:00:00.000
2886,6387,2014-05-26 00:00:00.000,550,932,39.7635,550.00,0.00,2014-05-19 00:00:00.000
2886,6388,2014-05-26 00:00:00.000,550,933,43.9845,550.00,0.00,2014-05-19 00:00:00.000
2886,6389,2014-05-26 00:00:00.000,550,934,38.1465,550.00,0.00,2014-05-19 00:00:00.000
2887,6390,2014-05-26 00:00:00.000,3,427,47.754,3.00,0.00,2014-05-19 00:00:00.000
2887,6391,2014-05-26 00:00:00.000,3,428,43.4805,3.00,0.00,2014-05-19 00:00:00.000
2887,6392,2014-05-26 00:00:00.000,3,429,41.3805,3.00,0.00,2014-05-19 00:00:00.000
2887,6393,2014-05-26 00:00:00.000,3,430,45.654,3.00,0.00,2014-05-19 00:00:00.000
