"purchaseorderid","revisionnumber","status","employeeid","vendorid","shipmethodid","orderdate","shipdate","subtotal","taxamt","freight","modifieddate"
3149,4,4,255,1492,4,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,234.9585,18.7967,5.874,2014-06-11 00:00:00.000
3150,4,4,256,1602,5,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,1796.0355,143.6828,44.9009,2014-06-11 00:00:00.000
3151,4,4,252,1540,4,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,514.7415,41.1793,12.8685,2014-06-11 00:00:00.000
3152,4,4,260,1628,5,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,34644.225,2771.538,866.1056,2014-06-11 00:00:00.000
3153,4,4,258,1604,3,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,1581.93,126.5544,39.5483,2014-06-11 00:00:00.000
3154,4,4,254,1690,5,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,146.286,11.7029,3.6572,2014-06-11 00:00:00.000
3155,4,4,257,1566,5,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,102.564,8.2051,2.5641,2014-06-11 00:00:00.000
3156,4,4,261,1698,5,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,150.7905,12.0632,3.7698,2014-06-11 00:00:00.000
3157,4,4,250,1560,5,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,13669.425,1093.554,341.7356,2014-06-11 00:00:00.000
3158,4,4,253,1692,5,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,16393.23,1311.4584,409.8308,2014-06-11 00:00:00.000
3159,6,4,255,1696,2,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,79204.125,6336.33,1980.1031,2014-06-11 00:00:00.000
3160,4,4,256,1504,1,2014-06-02 00:00:00.000,2014-06-11 00:00:00.000,551.88,44.1504,13.797,2014-06-11 00:00:00.000
3161,4,4,259,1544,1,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,3176.25,254.1,79.4063,2014-06-12 00:00:00.000
3162,4,4,260,1530,2,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,28072.275,2245.782,701.8069,2014-06-12 00:00:00.000
3163,4,4,258,1508,1,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,1917.3,153.384,47.9325,2014-06-12 00:00:00.000
3164,4,4,254,1694,1,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,4215.75,337.26,105.3938,2014-06-12 00:00:00.000
3165,4,4,252,1624,2,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,28297.5,2263.8,707.4375,2014-06-12 00:00:00.000
3166,4,4,261,1548,2,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,59.9445,4.7956,1.4986,2014-06-12 00:00:00.000
3167,4,4,251,1598,4,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,722.61,57.8088,18.0653,2014-06-12 00:00:00.000
3168,4,4,253,1658,5,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-12 00:00:00.000
3169,4,4,255,1536,4,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,592.7985,47.4239,14.82,2014-06-12 00:00:00.000
3170,4,4,256,1568,1,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,13825.35,1106.028,345.6338,2014-06-12 00:00:00.000
3171,4,4,259,1648,5,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,142.4115,11.3929,3.5603,2014-06-12 00:00:00.000
3172,4,4,260,1646,2,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,28794.15,2303.532,719.8538,2014-06-12 00:00:00.000
3173,4,4,258,1672,4,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,408.555,32.6844,10.2139,2014-06-12 00:00:00.000
3174,4,4,254,1600,1,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,1276.275,102.102,31.9069,2014-06-12 00:00:00.000
3175,4,4,257,1522,1,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,2003.925,160.314,50.0981,2014-06-12 00:00:00.000
3176,4,4,261,1570,2,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,50860.425,4068.834,1271.5106,2014-06-12 00:00:00.000
3177,4,4,251,1516,1,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,454.86,36.3888,11.3715,2014-06-13 00:00:00.000
3178,4,4,253,1506,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-13 00:00:00.000
3179,4,4,255,1626,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,7132.125,570.57,178.3031,2014-06-13 00:00:00.000
3180,4,4,256,1542,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,28343.7,2267.496,708.5925,2014-06-13 00:00:00.000
3181,4,4,259,1610,4,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,22516.725,1801.338,562.9181,2014-06-13 00:00:00.000
3182,4,4,260,1638,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,34644.225,2771.538,866.1056,2014-06-13 00:00:00.000
3183,4,4,258,1582,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,415.3275,33.2262,10.3832,2014-06-13 00:00:00.000
3184,4,4,254,1510,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,143.0415,11.4433,3.576,2014-06-13 00:00:00.000
3185,4,4,257,1526,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,28199.325,2255.946,704.9831,2014-06-13 00:00:00.000
3186,5,4,261,1644,1,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,3713.325,297.066,92.8331,2014-06-13 00:00:00.000
3187,4,4,251,1680,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,63831.075,5106.486,1595.7769,2014-06-13 00:00:00.000
3188,4,4,253,1584,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,16340.31,1307.2248,408.5078,2014-06-13 00:00:00.000
3189,4,4,252,1620,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,5711.475,456.918,142.7869,2014-06-13 00:00:00.000
3190,4,4,256,1666,4,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,360.045,28.8036,9.0011,2014-06-13 00:00:00.000
3191,4,4,259,1592,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,97.965,7.8372,2.4491,2014-06-13 00:00:00.000
3192,4,4,260,1618,4,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,114.471,9.1577,2.8618,2014-06-13 00:00:00.000
3193,4,4,258,1612,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,132.6465,10.6117,3.3162,2014-06-14 00:00:00.000
3194,4,4,254,1586,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-14 00:00:00.000
3195,4,4,257,1500,1,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,418.95,33.516,10.4738,2014-06-14 00:00:00.000
3196,4,4,261,1656,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,525.7665,42.0613,13.1442,2014-06-14 00:00:00.000
3197,4,4,251,1572,1,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,461.79,36.9432,11.5448,2014-06-14 00:00:00.000
3198,4,4,253,1562,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,481.887,38.551,12.0472,2014-06-14 00:00:00.000
3199,4,4,255,1662,2,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,37.0755,2.966,0.9269,2014-06-14 00:00:00.000
3200,4,4,252,1682,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,21558.075,1724.646,538.9519,2014-06-14 00:00:00.000
3201,4,4,259,1686,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,475.6815,38.0545,11.892,2014-06-14 00:00:00.000
3202,4,4,260,1684,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,41048.7,3283.896,1026.2175,2014-06-14 00:00:00.000
3203,4,4,258,1534,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,416.745,33.3396,10.4186,2014-06-14 00:00:00.000
3204,4,3,250,1614,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,279.153,22.3322,6.9788,2014-06-14 00:00:00.000
3205,4,4,257,1588,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,40471.2,3237.696,1011.78,2014-06-14 00:00:00.000
3206,4,4,261,1622,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,389.655,31.1724,9.7414,2014-06-14 00:00:00.000
3207,4,4,251,1632,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,62092.8,4967.424,1552.32,2014-06-14 00:00:00.000
3208,4,4,253,1608,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,5948.25,475.86,148.7063,2014-06-14 00:00:00.000
3209,4,4,255,1576,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,91117.95,7289.436,2277.9488,2014-06-15 00:00:00.000
3210,4,4,256,1590,1,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,525,42,13.125,2014-06-15 00:00:00.000
3211,4,4,259,1514,3,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,1721.79,137.7432,43.0448,2014-06-15 00:00:00.000
3212,4,4,260,1498,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,26455.275,2116.422,661.3819,2014-06-15 00:00:00.000
3213,4,4,258,1674,2,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,944.37,75.5496,23.6093,2014-06-15 00:00:00.000
3214,4,4,254,1652,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,44594.55,3567.564,1114.8638,2014-06-15 00:00:00.000
3215,4,4,257,1578,3,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,62843.55,5027.484,1571.0888,2014-06-15 00:00:00.000
3216,4,4,261,1538,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,37843.575,3027.486,946.0894,2014-06-15 00:00:00.000
3217,5,4,251,1556,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,25531.275,2042.502,638.2819,2014-06-15 00:00:00.000
3218,4,4,253,1554,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,694.1655,55.5332,17.3541,2014-06-15 00:00:00.000
3219,4,4,255,1688,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,125.748,10.0598,3.1437,2014-06-15 00:00:00.000
3220,7,4,256,1580,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,150.7905,12.0632,3.7698,2014-06-15 00:00:00.000
3221,4,4,259,1496,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,503.0865,40.2469,12.5772,2014-06-15 00:00:00.000
3222,4,4,250,1494,2,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,8847.3,707.784,221.1825,2014-06-15 00:00:00.000
3223,4,4,258,1650,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,171.0765,13.6861,4.2769,2014-06-15 00:00:00.000
3224,4,4,254,1654,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,20397.3,1631.784,509.9325,2014-06-15 00:00:00.000
3225,4,4,257,1664,3,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,14628.075,1170.246,365.7019,2014-06-16 00:00:00.000
3226,4,4,261,1678,3,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,58685.55,4694.844,1467.1388,2014-06-16 00:00:00.000
3227,4,4,251,1616,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,773.01,61.8408,19.3253,2014-06-16 00:00:00.000
3228,4,4,253,1492,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,694.1655,55.5332,17.3541,2014-06-16 00:00:00.000
3229,4,4,255,1602,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,1796.0355,143.6828,44.9009,2014-06-16 00:00:00.000
3230,4,4,256,1540,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,416.745,33.3396,10.4186,2014-06-16 00:00:00.000
3231,6,4,259,1628,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,34644.225,2771.538,866.1056,2014-06-16 00:00:00.000
3232,4,4,260,1604,4,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,257.5755,20.606,6.4394,2014-06-16 00:00:00.000
3233,4,4,250,1690,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,146.286,11.7029,3.6572,2014-06-18 00:00:00.000
3234,4,4,254,1566,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,102.564,8.2051,2.5641,2014-06-18 00:00:00.000
3235,4,4,257,1698,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,150.7905,12.0632,3.7698,2014-06-18 00:00:00.000
3236,4,4,261,1560,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,13669.425,1093.554,341.7356,2014-06-18 00:00:00.000
3237,4,4,251,1692,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,16393.23,1311.4584,409.8308,2014-06-18 00:00:00.000
3238,4,4,253,1696,4,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,22516.725,1801.338,562.9181,2014-06-18 00:00:00.000
3239,4,4,255,1504,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,551.88,44.1504,13.797,2014-06-18 00:00:00.000
3240,4,4,256,1544,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,6987.75,559.02,174.6938,2014-06-18 00:00:00.000
3241,4,4,259,1530,2,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,28072.275,2245.782,701.8069,2014-06-18 00:00:00.000
3242,6,4,260,1508,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,35394.975,2831.598,884.8744,2014-06-18 00:00:00.000
3243,4,4,258,1694,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,3407.25,272.58,85.1813,2014-06-18 00:00:00.000
3244,5,4,254,1624,2,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,28297.5,2263.8,707.4375,2014-06-18 00:00:00.000
3245,4,4,257,1548,2,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,59.9445,4.7956,1.4986,2014-06-18 00:00:00.000
3246,4,4,261,1598,4,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,332.955,26.6364,8.3239,2014-06-18 00:00:00.000
3247,4,4,251,1658,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-18 00:00:00.000
3248,4,4,253,1536,4,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,544.572,43.5658,13.6143,2014-06-18 00:00:00.000
3249,4,4,255,1568,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,36405.6,2912.448,910.14,2014-06-19 00:00:00.000
3250,4,4,256,1648,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,142.4115,11.3929,3.5603,2014-06-19 00:00:00.000
3251,4,4,252,1646,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,19236.525,1538.922,480.9131,2014-06-19 00:00:00.000
3252,4,4,260,1672,4,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,253.323,20.2658,6.3331,2014-06-19 00:00:00.000
3253,4,4,258,1600,1,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,1276.275,102.102,31.9069,2014-06-19 00:00:00.000
3254,4,4,254,1522,1,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,2003.925,160.314,50.0981,2014-06-19 00:00:00.000
3255,4,4,257,1570,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,50860.425,4068.834,1271.5106,2014-06-19 00:00:00.000
3256,4,4,261,1516,1,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,454.86,36.3888,11.3715,2014-06-19 00:00:00.000
3257,4,4,250,1506,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-19 00:00:00.000
3258,4,4,253,1626,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,7132.125,570.57,178.3031,2014-06-19 00:00:00.000
3259,4,4,255,1542,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,28343.7,2267.496,708.5925,2014-06-19 00:00:00.000
3260,4,4,256,1610,4,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,22516.725,1801.338,562.9181,2014-06-19 00:00:00.000
3261,4,4,259,1638,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,34644.225,2771.538,866.1056,2014-06-19 00:00:00.000
3262,4,4,260,1582,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,272.7585,21.8207,6.819,2014-06-19 00:00:00.000
3263,4,4,258,1510,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,143.0415,11.4433,3.576,2014-06-19 00:00:00.000
3264,4,4,254,1526,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,28199.325,2255.946,704.9831,2014-06-19 00:00:00.000
3265,4,4,252,1644,1,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,3713.325,297.066,92.8331,2014-06-20 00:00:00.000
3266,4,4,261,1680,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,63831.075,5106.486,1595.7769,2014-06-20 00:00:00.000
3267,4,4,251,1584,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,16340.31,1307.2248,408.5078,2014-06-20 00:00:00.000
3268,4,4,253,1620,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,5711.475,456.918,142.7869,2014-06-20 00:00:00.000
3269,4,4,255,1666,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,235.9035,18.8723,5.8976,2014-06-20 00:00:00.000
3270,4,4,256,1592,2,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,97.965,7.8372,2.4491,2014-06-20 00:00:00.000
3271,4,4,259,1618,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,114.471,9.1577,2.8618,2014-06-20 00:00:00.000
3272,4,4,260,1612,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,132.6465,10.6117,3.3162,2014-06-20 00:00:00.000
3273,4,4,258,1586,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-20 00:00:00.000
3274,4,4,254,1500,1,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,418.95,33.516,10.4738,2014-06-20 00:00:00.000
3275,4,4,257,1656,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,3413.2455,273.0596,85.3311,2014-06-20 00:00:00.000
3276,4,4,261,1572,1,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,461.79,36.9432,11.5448,2014-06-20 00:00:00.000
3277,4,4,251,1562,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,760.41,60.8328,19.0103,2014-06-20 00:00:00.000
3278,4,4,253,1662,2,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,37.0755,2.966,0.9269,2014-06-20 00:00:00.000
3279,6,4,255,1682,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,21558.075,1724.646,538.9519,2014-06-20 00:00:00.000
3280,4,4,256,1686,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,422.1,33.768,10.5525,2014-06-20 00:00:00.000
3281,4,4,259,1684,4,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,45172.05,3613.764,1129.3013,2014-06-21 00:00:00.000
3282,4,4,260,1534,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,273.7035,21.8963,6.8426,2014-06-21 00:00:00.000
3283,4,4,258,1614,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,415.8,33.264,10.395,2014-06-21 00:00:00.000
3284,4,4,254,1588,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,40471.2,3237.696,1011.78,2014-06-21 00:00:00.000
3285,4,4,257,1622,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,1225.665,98.0532,30.6416,2014-06-21 00:00:00.000
3286,4,4,261,1632,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,62092.8,4967.424,1552.32,2014-06-21 00:00:00.000
3287,4,4,251,1608,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,5948.25,475.86,148.7063,2014-06-21 00:00:00.000
3288,4,4,253,1576,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,91117.95,7289.436,2277.9488,2014-06-21 00:00:00.000
3289,4,4,252,1590,1,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,525,42,13.125,2014-06-21 00:00:00.000
3290,4,4,256,1514,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,2003.6835,160.2947,50.0921,2014-06-21 00:00:00.000
3291,4,4,259,1498,4,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,26455.275,2116.422,661.3819,2014-06-21 00:00:00.000
3292,4,4,260,1674,2,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,944.37,75.5496,23.6093,2014-06-21 00:00:00.000
3293,4,4,258,1652,1,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,6993.525,559.482,174.8381,2014-06-21 00:00:00.000
3294,4,4,254,1578,3,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,36122.625,2889.81,903.0656,2014-06-21 00:00:00.000
3295,4,4,257,1538,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,37843.575,3027.486,946.0894,2014-06-21 00:00:00.000
3296,4,4,261,1556,4,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,25531.275,2042.502,638.2819,2014-06-21 00:00:00.000
3297,4,4,251,1554,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,773.955,61.9164,19.3489,2014-06-22 00:00:00.000
3298,4,4,253,1688,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,125.748,10.0598,3.1437,2014-06-22 00:00:00.000
3299,4,4,255,1580,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,150.7905,12.0632,3.7698,2014-06-22 00:00:00.000
3300,4,4,252,1496,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,360.045,28.8036,9.0011,2014-06-22 00:00:00.000
3301,4,4,259,1494,2,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,8847.3,707.784,221.1825,2014-06-22 00:00:00.000
3302,4,4,260,1650,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,171.0765,13.6861,4.2769,2014-06-22 00:00:00.000
3303,4,4,258,1654,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,20397.3,1631.784,509.9325,2014-06-22 00:00:00.000
3304,4,3,250,1664,3,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,14628.075,1170.246,365.7019,2014-06-22 00:00:00.000
3305,4,4,257,1678,3,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,58685.55,4694.844,1467.1388,2014-06-22 00:00:00.000
3306,4,4,261,1616,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,481.887,38.551,12.0472,2014-06-22 00:00:00.000
3307,4,4,251,1492,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,773.955,61.9164,19.3489,2014-06-22 00:00:00.000
3308,4,4,253,1602,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,1796.0355,143.6828,44.9009,2014-06-22 00:00:00.000
3309,5,4,255,1540,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,658.9485,52.7159,16.4737,2014-06-22 00:00:00.000
3310,4,4,256,1628,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,34644.225,2771.538,866.1056,2014-06-22 00:00:00.000
3311,4,4,259,1604,3,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,1581.93,126.5544,39.5483,2014-06-22 00:00:00.000
3312,4,4,260,1690,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,146.286,11.7029,3.6572,2014-06-22 00:00:00.000
3313,4,4,258,1566,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,102.564,8.2051,2.5641,2014-06-25 00:00:00.000
3314,4,4,254,1698,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,150.7905,12.0632,3.7698,2014-06-25 00:00:00.000
3315,4,4,257,1560,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,13669.425,1093.554,341.7356,2014-06-25 00:00:00.000
3316,4,4,261,1692,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,13458.69,1076.6952,336.4673,2014-06-25 00:00:00.000
3317,4,4,251,1696,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,101720.85,8137.668,2543.0213,2014-06-25 00:00:00.000
3318,4,4,253,1504,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,551.88,44.1504,13.797,2014-06-25 00:00:00.000
3319,4,4,255,1544,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,6987.75,559.02,174.6938,2014-06-25 00:00:00.000
3320,5,4,256,1530,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,28072.275,2245.782,701.8069,2014-06-25 00:00:00.000
3321,4,4,259,1508,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,1917.3,153.384,47.9325,2014-06-25 00:00:00.000
3322,4,4,250,1694,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,4215.75,337.26,105.3938,2014-06-25 00:00:00.000
3323,4,4,258,1624,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,28297.5,2263.8,707.4375,2014-06-25 00:00:00.000
3324,4,4,254,1548,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,59.9445,4.7956,1.4986,2014-06-25 00:00:00.000
3325,4,4,257,1598,4,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,1055.565,84.4452,26.3891,2014-06-25 00:00:00.000
3326,4,4,261,1658,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-25 00:00:00.000
3327,4,4,251,1536,4,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,722.4525,57.7962,18.0613,2014-06-25 00:00:00.000
3328,4,4,253,1568,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,24318.525,1945.482,607.9631,2014-06-25 00:00:00.000
3329,4,4,255,1648,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,142.4115,11.3929,3.5603,2014-06-26 00:00:00.000
3330,4,4,256,1646,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,48030.675,3842.454,1200.7669,2014-06-26 00:00:00.000
3331,5,4,259,1672,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,50860.425,4068.834,1271.5106,2014-06-26 00:00:00.000
3332,4,4,260,1600,1,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,1276.275,102.102,31.9069,2014-06-26 00:00:00.000
3333,4,4,250,1522,1,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,2003.925,160.314,50.0981,2014-06-26 00:00:00.000
3334,4,4,254,1570,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,28343.7,2267.496,708.5925,2014-06-26 00:00:00.000
3335,4,4,257,1516,1,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,454.86,36.3888,11.3715,2014-06-26 00:00:00.000
3336,4,4,261,1506,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,43878.45,3510.276,1096.9613,2014-06-26 00:00:00.000
3337,4,4,251,1626,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,7132.125,570.57,178.3031,2014-06-26 00:00:00.000
